,pl_name,hostname,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,has_two_min
12871,Kepler-1623 b,Kepler-1623,TIC 138572691,Gaia DR2 2052435819888356864,1,1,0,Kepler Project Candidate (q1_q17_dr24_koi),0,4.36128348,2.698e-05,-2.698e-05,0.0,0.0533,,,0.0,1.3,0.57,-0.11,0.0,,,,,,,,,,,,,0.0,,,0.0,1090.0,,,0.0,0.96,0.42,-0.08,0.0,1.06,0.18,-0.13,0.0,4.5,0.04,-0.31,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m19.85s,294.082697,+39d33m21.84s,39.5560655,837.481,15.045,-14.531,14.4173,0.0095,-0.0095,False
12879,Kepler-1624 b,Kepler-1624,TIC 137683938,Gaia DR2 2051815759742763264,1,1,0,Published Confirmed,0,,,,,,,,,6.528,0.192,-0.198,0.0,0.5820000000000001,0.017,-0.018000000000000002,0.0,,,,,,,,,,,,,,,,,0.57,0.02,-0.02,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m19.17s,292.5798564,+37d22m34.54s,37.37626160000001,258.979,2.984,-2.918,14.5505,0.0074597,-0.0074597,False
12887,Kepler-1625 b,Kepler-1625,TIC 184011870,Gaia DR2 2076280000851171328,1,1,0,Published Confirmed,0,,,,,,,,,11.831,1.271,-1.0859999999999999,0.0,1.055,0.113,-0.09699999999999999,0.0,,,,,,,,,,,,,,,,,1.82,0.19,-0.17,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m43.04s,295.429322,+39d53m11.42s,39.8865068,2310.11,213.09,-180.49,15.1942,0.0087,-0.0087,False
12894,Kepler-1626 b,Kepler-1626,TIC 184559893,Gaia DR2 2076748083562850560,1,1,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,4.13960513,4.082e-05,-4.082e-05,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,1.5,,,0.0,1.42,,,0.0,4.24,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h46m00.11s,296.50043839999995,+40d43m16.34s,40.7212069,1368.83,33.97,-32.39,13.835,0.0102,-0.0102,False
12901,Kepler-1627 b,Kepler-1627,TIC 120105470,Gaia DR2 2103737241426734336,1,1,0,Published Confirmed,0,7.20283653,8.773e-05,-8.773e-05,0.0,,,,,3.69,0.49,-0.41,0.0,0.32899999999999996,0.044000000000000004,-0.037000000000000005,0.0,,,,,,,,,,,,,,,,,0.84,0.09,-0.07,0.0,0.87,0.05,-0.06,0.0,4.54,0.05,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h56m13.60s,284.0566675,+41d34m36.22s,41.5767277,317.437,4.528,-4.404,12.5267,0.0092,-0.0092,False
12908,Kepler-1628 b,Kepler-1628,TIC 123362984,Gaia DR2 2105245187265625728,1,1,0,Kepler Project Candidate (q1_q16_koi),0,76.378033,0.001833,-0.001833,0.0,0.2956,,,0.0,7.24,0.42,-0.97,0.0,,,,,,,,,,,,,0.0,,,0.0,241.0,,,0.0,0.59,0.03,-0.08,0.0,0.59,0.04,-0.07,0.0,4.67,0.07,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m32.09s,281.6336936,+43d24m41.60s,43.4115547,,,,15.9647,0.0169,-0.0169,False
12914,Kepler-1629 b,Kepler-1629,TIC 351766445,Gaia DR2 2117125655219423744,1,1,0,Published Confirmed,0,3.87595807,2.379e-05,-2.379e-05,0.0,,,,,0.77,0.15,-0.08,0.0,0.069,0.013000000000000001,-0.006999999999999999,0.0,,,,,,,,,,,,,,,,,1.01,0.19,-0.08,0.0,1.01,0.05,-0.05,0.0,4.44,0.07,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h40m49.59s,280.2066276,+43d46m27.58s,43.7743281,336.09,2.643,-2.604,12.2563,0.0069,-0.0069,False
12920,Kepler-163 b,Kepler-163,TIC 271355638,Gaia DR2 2128525769736134016,1,2,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,7.81100952,4.764e-05,-4.764e-05,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,0.97,,,0.0,0.94,,,0.0,4.44,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m00.66s,295.0027458,+46d59m14.42s,46.9873389,689.814,9.8645,-9.8645,13.8769,0.0082,-0.0082,False
12941,Kepler-1630 b,Kepler-1630,TIC 273237673,Gaia DR2 2078840900864235136,1,1,0,Kepler Project Candidate (q1_q16_koi),0,509.997402,0.003256,-0.003256,0.0,1.1218,,,0.0,2.62,0.45,-0.27,0.0,,,,,,,,,,,,,0.0,,,0.0,182.0,,,0.0,0.76,0.13,-0.08,0.0,0.72,0.13,-0.06,0.0,4.54,0.07,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m01.99s,297.5083004,+43d42m39.80s,43.711054299999994,331.213,2.18,-2.151,13.5427,0.0074,-0.0074,False
12945,Kepler-1631 b,Kepler-1631,TIC 271159855,Gaia DR2 2078284547978727808,1,1,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,4.09513876,3.035e-05,-3.035e-05,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,1.09,,,0.0,0.98,,,0.0,4.35,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m31.82s,294.63257810000005,+43d48m27.61s,43.8076687,1305.99,54.96,-50.77,14.9714,0.0083,-0.0083,False
12951,Kepler-1632 b,Kepler-1632,TIC 271046694,Gaia DR2 2078297810838102272,1,1,0,Published Confirmed,0,448.303558,0.004164,-0.004164,0.0,,,,,2.47,0.84,-0.35,0.0,0.22,0.075,-0.031,0.0,,,,,,,,,,,,,,,,,1.19,0.4,-0.17,0.0,1.12,0.14,-0.1,0.0,4.33,0.11,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m58.77s,294.4948769,+43d54m48.81s,43.9135575,716.76,6.705,-6.585,12.6383,0.0083,-0.0083,False
12957,Kepler-1633 b,Kepler-1633,TIC 158789121,Gaia DR2 2127190000546917632,1,1,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,62.134919,0.002027,-0.002027,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,1.84,,,0.0,1.18,,,0.0,3.98,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m03.64s,288.5151733,+44d55m23.72s,44.9232545,1114.91,17.215,-17.215,13.0111,0.0068,-0.0068,False
12965,Kepler-1634 b,Kepler-1634,TIC 270857293,Gaia DR2 2127953233416258432,1,1,0,Published Confirmed,0,374.876239,0.007107,-0.007107,0.0,,,,,3.19,0.52,-0.6,0.0,0.285,0.046,-0.054000000000000006,0.0,,,,,,,,,,,,,,,,,0.89,0.1,-0.06,0.0,0.92,0.05,-0.05,0.0,4.51,0.05,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m10.42s,294.043399,+45d08m23.35s,45.1398201,617.339,8.4325,-8.4325,13.9386,0.0075,-0.0075,False
12971,Kepler-1635 b,Kepler-1635,TIC 164891054,Gaia DR2 2106414144223503360,1,1,0,Kepler Project Candidate (q1_q17_dr24_koi),0,469.63111,0.01246,-0.01246,0.0,1.1123,,,0.0,3.28,1.19,-0.25,0.0,,,,,,,,,,,,,0.0,,,0.0,202.0,,,0.0,0.78,0.28,-0.06,0.0,0.83,0.1,-0.08,0.0,4.58,0.03,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m23.77s,285.3490542,+45d33m22.24s,45.556176799999996,1069.45,39.9,-37.17,15.141,0.0064,-0.0064,False
12977,Kepler-1636 b,Kepler-1636,TIC 270854684,Gaia DR2 2128125650583752832,1,1,0,Kepler Project Candidate (q1_q17_dr24_koi),0,425.47785,0.01122,-0.01122,0.0,1.1546,,,0.0,3.22,1.37,-0.27,0.0,,,,,,,,,,,,,0.0,,,0.0,248.0,,,0.0,1.02,0.44,-0.09,0.0,1.13,0.2,-0.15,0.0,4.47,0.04,-0.29,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m13.82s,294.0575681,+46d26m27.54s,46.4409844,1947.54,121.425,-121.425,15.2912,0.0085,-0.0085,False
12983,Kepler-1637 b,Kepler-1637,TIC 48131596,Gaia DR2 2119706690045629824,1,1,0,Kepler Project Candidate (q1_q17_dr24_koi),0,6.10960324,6.485e-05,-6.485e-05,0.0,0.0596,,,0.0,0.84,0.35,-0.18,0.0,,,,,,,,,,,,,0.0,,,0.0,1093.0,,,0.0,1.01,0.42,-0.22,0.0,0.76,0.12,-0.04,0.0,4.31,0.23,-0.27,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m56.83s,282.2368006,+48d09m15.13s,48.1542016,567.187,,,12.8027,0.006,-0.006,False
12989,Kepler-1638 b,Kepler-1638,TIC 27529656,Gaia DR2 2134726877877965568,1,1,0,Published Confirmed,0,,,,,,,,,3.2260000000000004,0.201,-0.315,0.0,0.28800000000000003,0.018000000000000002,-0.027999999999999997,0.0,,,,,,,,,,,,,,,,,1.71,0.1,-0.09,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m55.76s,295.48232989999997,+48d31m28.09s,48.5244695,1525.52,50.91,-47.78,14.2689,0.0069,-0.0069,False
12998,Kepler-1639 b,Kepler-1639,TIC 48217852,Gaia DR2 2131748472674257280,1,1,0,Kepler Project Candidate (q1_q17_dr25_koi),0,9.8788502,0.0003593,-0.0003593,0.0,0.0932,,,0.0,2.64,0.83,-0.36,0.0,,,,,,,,,,,,,0.0,,,0.0,1003.0,,,0.0,1.15,0.36,-0.15,0.0,1.1,0.17,-0.14,0.0,4.36,0.09,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m16.48s,283.068651,+48d48m07.64s,48.8021209,1031.31,19.55,-18.85,14.0747,0.0067,-0.0067,False
13006,Kepler-164 b,Kepler-164,TIC 158561894,Gaia DR2 2130889204338693504,1,3,0,Published Confirmed,0,5.03506543,1.737e-05,-1.737e-05,0.0,,,,,1.48,0.17,-0.12,0.0,0.132,0.015,-0.011000000000000001,0.0,,,,,,,,,,,,,,,,,1.13,0.13,-0.09,0.0,1.09,0.04,-0.05,0.0,4.37,0.06,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m07.39s,287.7808115,+47d37m47.44s,47.6298453,890.758,13.684,-13.284,13.8268,0.0069,-0.0069,False
13038,Kepler-1640 b,Kepler-1640,TIC 377915723,Gaia DR2 2076578312097047168,1,1,0,Published Confirmed,0,7.58457101,3.271e-05,-3.271e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m13.87s,294.5577857,+40d51m01.78s,40.850494899999994,1859.78,,,14.4927,0.0064,-0.0064,False
13044,Kepler-1641 b,Kepler-1641,TIC 184426431,Gaia DR2 2077041103410971392,1,2,0,Kepler Project Candidate (q1_q17_dr24_koi),0,19.672266,0.00111,-0.00111,0.0,0.1473,,,0.0,3.92,1.92,-1.01,0.0,,,,,,,,,,,,,0.0,,,0.0,908.0,,,0.0,1.49,0.73,-0.38,0.0,1.1,0.27,-0.15,0.0,4.14,0.22,-0.26,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m26.27s,296.359456,+41d34m28.32s,41.5745321,860.37,16.718,-16.104,13.7848,0.0088,-0.0088,False
13058,Kepler-1642 b,Kepler-1642,TIC 273036122,Gaia DR2 2078758433192866816,1,2,0,Published Confirmed,0,,,,,,,,,2.77,0.262,-0.222,0.0,0.247,0.023,-0.02,0.0,,,,,,,,,,,,,,,,,0.78,0.06,-0.05,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m50.91s,297.21212149999997,+43d38m37.64s,43.643789,413.873,3.221,-3.174,13.4942,0.0065,-0.0065,False
13072,Kepler-1643 b,Kepler-1643,TIC 239307743,Gaia DR2 2082142734285082368,1,1,0,Published Confirmed,0,5.34264507,2.177e-05,-2.177e-05,0.0,,,,,2.3,0.25,-0.15,0.0,0.205,0.022000000000000002,-0.013000000000000001,0.0,,,,,,,,,,,,,,,,,0.88,0.09,-0.05,0.0,0.92,0.04,-0.05,0.0,4.52,0.04,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h01m43.44s,300.43100760000004,+44d45m03.65s,44.7510129,341.774,2.593,-2.554,13.1905,0.0069,-0.0069,False
13079,Kepler-1644 b,Kepler-1644,TIC 279917005,Gaia DR2 2131523450748131456,1,1,0,Kepler Project Candidate (q1_q17_dr25_koi),0,21.0907909,0.0001467,-0.0001467,0.0,0.142,,,0.0,1.88,0.48,-0.16,0.0,,,,,,,,,,,,,0.0,,,0.0,606.0,,,0.0,0.82,0.2,-0.07,0.0,0.86,0.1,-0.09,0.0,4.55,0.06,-0.17,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m54.01s,285.4750512,+48d02m05.41s,48.0348356,629.27,,,13.7047,0.006,-0.006,False
13084,Kepler-1645 b,Kepler-1645,TIC 28229515,Gaia DR2 2086724227433964928,1,1,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,16.17803,0.05099,-0.05099,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,1.52,,,0.0,1.01,,,0.0,4.08,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m55.08s,297.4795142,+48d25m06.90s,48.418582,1202.47,29.92,-28.54,13.9481,0.0082,-0.0082,False
13091,Kepler-1646 b,Kepler-1646,TIC 158552258,Gaia DR2 2102601381497162240,1,1,0,Published Confirmed,0,4.48558383,1.05e-05,-1.05e-05,0.0,,,,,1.23,0.28,-0.24,0.0,0.11,0.025,-0.021,0.0,,,,,,,,,,,,,,,,,0.26,0.05,-0.05,0.0,0.24,0.06,-0.06,0.0,5.01,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m06.36s,287.52648589999995,+42d54m46.57s,42.912935600000004,127.591,0.621,-0.614,14.4239,0.007674600000000001,-0.007674600000000001,False
13097,Kepler-1647 b,Kepler-1647,TIC 170344769,Gaia DR2 2073793420945053824,2,1,0,Published Confirmed,0,1107.5923,0.0227,-0.0227,0.0,2.7205,0.007,-0.007,0.0,11.874,0.138,-0.138,0.0,1.0590000000000002,0.012,-0.012,0.0,483.0,206.0,-206.0,0.0,1.51968,0.64815,-0.64815,0.0,0.0581,0.0689,-0.0689,0.0,,,,,1.79,0.01,-0.01,0.0,1.22,0.01,-0.01,0.0,4.02,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m36.01s,298.150057,+40d39m22.23s,40.6561751,1212.45,22.335,-22.335,13.1115,0.0153,-0.0153,False
13098,Kepler-1649 b,Kepler-1649,TIC 137558813,Gaia DR2 2125699062780742016,1,2,0,Kepler Project Candidate (q1_q12_koi),0,8.68907042,3.255e-05,-3.255e-05,0.0,0.0378,,,0.0,0.57,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,211.0,,,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.0,5.27,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m00.71s,292.50296760000003,+41d49m47.98s,41.8299933,92.1913,0.5489,-0.5425,14.9673,0.007526899999999999,-0.007526899999999999,False
13109,Kepler-165 b,Kepler-165,TIC 123129877,Gaia DR2 2119814820141727232,1,2,0,Published Confirmed,0,8.18087248,1.93e-06,-1.93e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,0.0,0.87,,,0.0,4.65,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m45.82s,280.69092,+47d48m34.81s,47.809670200000006,560.885,6.331,-6.193,14.2294,0.0067,-0.0067,False
13131,Kepler-1650 b,Kepler-1650,TIC 273502299,Gaia DR2 2078524482038704000,1,1,0,Kepler Project Candidate (q1_q17_dr25_koi),0,1.53818095,1.61e-06,-1.61e-06,0.0,0.0167,,,0.0,1.0,0.23,-0.18,0.0,,,,,,,,,,,,,0.0,,,0.0,602.0,,,0.0,0.27,0.06,-0.05,0.0,0.26,0.07,-0.06,0.0,4.98,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m55.02s,297.7292296,+42d52m00.09s,42.8666919,134.397,0.725,-0.717,14.5237,0.0073683,-0.0073683,False
13140,Kepler-1651 b,Kepler-1651,TIC 48353358,Gaia DR2 2131725447350716032,2,1,0,Kepler Project Candidate (q1_q16_koi),0,9.8851553,0.0006741,-0.0006741,0.0,0.0619,,,0.0,1.76,0.77,-0.1,0.0,,,,,,,,,,,,,0.0,,,0.0,353.0,,,0.0,0.32,0.14,-0.02,0.0,0.32,0.15,-0.02,0.0,4.95,0.03,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m30.78s,283.6282602,+48d23m26.91s,48.3908081,66.4074,0.1062,-0.1059,12.1042,0.006,-0.006,False
13147,Kepler-1652 b,Kepler-1652,TIC 27187450,Gaia DR2 2135055391335687680,1,1,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,38.0970717,0.0003079,-0.0003079,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.36603130000003,+49d54m54.08s,49.9150219,,,,15.0031,0.0077,-0.0077,False
13155,Kepler-1653 b,Kepler-1653,TIC 184561612,,1,1,0,Published Confirmed,0,140.2504841,1.467e-05,-1.467e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m49.85s,296.457702,+41d15m57.68s,41.266021,,,,14.672,0.02,-0.02,False
13163,Kepler-1654 b,Kepler-1654,TIC 123417316,Gaia DR2 2105415302330571008,1,1,0,Published Confirmed,0,1047.8356,0.0018,-0.0019,0.0,2.026,0.037,-0.035,0.0,9.18,0.213,-0.191,0.0,0.8190000000000001,0.019,-0.017,0.0,158.915,,,1.0,0.5,,,1.0,0.26,0.21,-0.11,0.0,206.0,4.0,-4.0,0.0,1.18,0.03,-0.02,0.0,1.01,0.06,-0.05,0.0,4.3,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m44.57s,282.18569489999993,+44d26m04.06s,44.4344617,568.117,3.878,-3.828,12.9495,0.0073,-0.0073,False
13164,Kepler-1655 b,Kepler-1655,TIC 120973167,Gaia DR2 2100392428275714688,1,1,0,Published Confirmed,0,,,,,,,,,2.292,0.096,-0.327,0.0,0.204,0.009000000000000001,-0.028999999999999998,0.0,,,,,,,,,,,,,,,,,1.06,0.04,-0.04,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m45.50s,286.6895986,+39d12m43.49s,39.2120802,213.26,0.991,-0.982,10.6341,0.0061,-0.0061,False
13173,Kepler-1656 b,Kepler-1656,TIC 120255950,Gaia DR2 2103392720630278656,1,2,0,Kepler Project Candidate (q1_q17_dr25_koi),0,31.57865122,7.28e-06,-7.28e-06,0.0,0.1949,,,0.0,4.52,0.68,-0.36,0.0,,,,,,,,,,,,,0.0,,,0.0,570.0,,,0.0,0.99,0.15,-0.08,0.0,0.99,0.06,-0.07,0.0,4.44,0.06,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m53.34s,284.47224730000005,+39d54m42.80s,39.911889,185.875,0.835,-0.827,10.6114,0.0061,-0.0061,False
13183,Kepler-1658 b,Kepler-1658,TIC 377873569,Gaia DR2 2052194374009877376,1,1,0,Kepler Project Candidate (q1_q17_dr24_koi),0,3.8493715,1.3e-06,-1.3e-06,0.0,0.0548,,,0.0,13.1,2.06,-3.25,0.0,,,,,,,,,,,,,0.0,,,0.0,2035.0,,,0.0,2.99,0.47,-0.74,0.0,1.48,0.14,-0.2,0.0,3.66,0.2,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m25.57s,294.3565559,+38d56m50.43s,38.9473424,788.238,17.434,-16.707,11.0418,0.0087,-0.0087,False
13190,Kepler-166 b,Kepler-166,TIC 26814955,Gaia DR2 2129025841368107136,1,3,0,Kepler Project Candidate (q1_q12_koi),0,7.65024192,6.45e-06,-6.45e-06,0.0,0.0711,,,0.0,2.39,0.73,-0.19,0.0,,,,,,,,,,,,,0.0,,,0.0,780.0,,,0.0,0.76,0.23,-0.06,0.0,0.82,0.1,-0.08,0.0,4.59,0.03,-0.18,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m38.42s,293.1600977,+48d52m52.35s,48.881207399999994,603.53,7.443,-7.266,14.143,0.0067,-0.0067,False
13222,Kepler-1661 b,Kepler-1661,TIC 164886585,Gaia DR2 2104078025612319360,2,1,0,Published Confirmed,0,175.06,0.06,-0.06,0.0,0.633,0.005,-0.005,0.0,3.87,0.06,-0.06,0.0,0.345,0.005,-0.005,0.0,17.0,12.0,-12.0,0.0,0.053489999999999996,0.03776,-0.03776,0.0,0.057,0.005,-0.005,0.0,243.0,,,0.0,0.76,0.01,-0.01,0.0,0.84,0.02,-0.02,0.0,4.66,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m40.10s,285.16709269999996,+41d58m00.98s,41.966938299999995,410.607,2.8825,-2.8825,13.5804,0.008,-0.008,False
13223,Kepler-1663 b,Kepler-1663,TIC 407001589,Gaia DR2 2129578826996503040,1,1,0,Kepler Project Candidate (q1_q17_dr24_koi),0,17.60460628,2.253e-05,-2.253e-05,0.0,0.1059,,,0.0,2.63,0.32,-0.32,0.0,,,,,,,,,,,,,0.0,,,0.0,355.0,,,0.0,0.49,0.06,-0.06,0.0,0.51,0.06,-0.06,0.0,4.76,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m36.36s,290.40151560000004,+48d49m21.80s,48.8227234,337.926,3.407,-3.407,14.6401,0.0074441,-0.0074441,False
13231,Kepler-1664 b,Kepler-1664,TIC 399860388,Gaia DR2 2131313444027771520,1,1,0,Kepler Project Candidate (q1_q12_koi),0,14.3868109,1.7e-05,-1.7e-05,0.0,0.1189,,,0.0,2.75,1.4,-0.38,0.0,,,,,,,,,,,,,0.0,,,0.0,810.0,,,0.0,1.15,0.58,-0.16,0.0,1.08,0.23,-0.13,0.0,4.35,0.1,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m24.65s,286.8527157,+49d15m42.00s,49.26166679999999,626.691,,,13.0693,0.006,-0.006,False
